,Game,Date,Home,Opp,Rslt,IP,H,R,ER,UER,BB,SO,HR,HBP,ERA,BF,Pit,Str,IR,IS,SB,CS,AB,2B,3B,IBB,SH,SF,ROE,GDP,NumPlayers,Umpire,PitchersUsed,Team,Season
76,77,Jul 1,False,ATL,"L,0-4",8.0,9,4,4,0,3,5,2,0,5.97,35,132.0,81.0,0.0,0.0,1,1,32,0,1,0,0,0,0,0,4,Charlie Reliford,"A.Reynoso (4-47-L), S.Service (99), S.Fredrickson (5), D.Holmes (7)",COL,1993
77,78,Jul 2,True,CHC,"L,8-11",9.0,21,11,11,0,4,6,1,1,6.03,51,170.0,97.0,6.0,1.0,4,2,44,2,1,2,0,2,0,0,7,Jerry Layne,"B.Henry (6-23), S.Reed (2), K.Shepherd (1-L), S.Fredrickson (0), S.Service (0), G.Wayne (6), D.Holmes (0)",COL,1993
78,79,Jul 3,True,CHC,"W,5-4",9.0,8,4,4,0,2,3,0,1,6.01,37,132.0,82.0,2.0,0.0,0,1,31,0,0,0,2,1,1,1,3,Paul Runge,"C.Leskanic (5-45), G.Wayne (0), S.Reed (0-W)",COL,1993
79,80,Jul 4,True,CHC,"W,3-1",9.0,5,1,0,1,2,7,0,0,5.93,34,114.0,71.0,3.0,0.0,0,0,32,1,0,0,0,0,0,1,3,Kerwin Danley,"J.Parrett (4-70-W), S.Fredrickson (1-H), D.Holmes (1-Sv)",COL,1993
80,81,Jul 5,True,CHC,"L,1-10",9.0,17,10,9,1,2,6,2,0,5.97,45,146.0,95.0,3.0,1.0,0,0,42,0,2,0,1,0,2,2,5,Rich Rieker,"W.Blair (4-18-L), B.Ruffin (5), S.Service (2), S.Fredrickson (0), B.Henry (2)",COL,1993
81,82,Jul 6,True,FLA,"W,8-3",9.0,7,3,3,0,3,4,1,1,5.93,37,36.0,22.0,0.0,0.0,1,0,33,1,0,0,0,0,0,1,3,Ed Montague,"A.Reynoso (4-55-W), S.Reed (2-H), D.Holmes (1)",COL,1993
82,83,Jul 7,True,FLA,"W,6-5",9.0,9,5,4,1,3,4,2,1,5.91,38,,,2.0,0.0,1,0,34,2,0,1,0,0,1,3,3,Mike Winters,"K.Shepherd (4-25), B.Ruffin (1), S.Reed (0-W)",COL,1993
83,84,Jul 8,True,FLA,"W,3-2",9.0,3,2,2,0,3,7,1,0,5.86,33,140.0,84.0,2.0,0.0,0,0,30,0,0,0,0,0,0,0,4,Mark Hirschbeck,"C.Leskanic (4-75-W), S.Fredrickson (2-H), S.Reed (0-H), D.Holmes (1-Sv)",COL,1993
84,85,Jul 9,False,STL,"W,5-4",9.0,11,4,4,0,3,7,1,0,5.84,39,132.0,76.0,4.0,2.0,0,1,35,1,0,2,0,1,0,1,5,Larry Vanover,"J.Parrett (4-58), K.Shepherd (1), G.Wayne (5), M.Moore (99-W), D.Holmes (0-Sv)",COL,1993
85,86,Jul 10,False,STL,"L,3-9",8.0,12,9,8,1,3,5,2,0,5.87,37,,,2.0,0.0,0,1,34,2,0,0,0,0,0,1,4,Harry Wendelstedt,"B.Henry (4-29-L), K.Shepherd (0), B.Ruffin (2), S.Fredrickson (1)",COL,1993
86,87,Jul 11,False,STL,"W,4-1",9.0,6,1,0,1,1,6,0,0,5.8,32,126.0,79.0,2.0,1.0,1,1,31,1,0,0,0,0,0,1,3,Randy Marsh,"A.Reynoso (4-66-W), G.Wayne (1), S.Reed (2-Sv)",COL,1993
87,88,Jul 15,False,CHC,"L,0-1",8.0,5,1,0,1,4,2,0,1,5.74,35,126.0,71.0,0.0,0.0,1,0,30,1,0,1,0,0,1,0,3,Gerry Davis,"W.Blair (9-62-L), G.Wayne (3), S.Reed (3)",COL,1993
88,89,Jul 16,False,CHC,"L,2-8",8.0,10,8,8,0,5,3,3,0,5.78,39,148.0,83.0,2.0,0.0,0,0,34,1,0,0,0,0,1,1,4,Terry Tata,"C.Leskanic (7-31-L), K.Shepherd (5), B.Ruffin (5), D.Holmes (6)",COL,1993
89,90,Jul 17,False,CHC,"L,1-5",8.0,7,5,5,0,3,7,1,1,5.77,33,,,0.0,0.0,0,1,29,3,0,0,0,0,0,0,2,Greg Bonin,"A.Reynoso (5-61-L), M.Grant (22)",COL,1993
